Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
1.0,11.0,2.0,0.0,23.08,0.0,45.99,9.3,4.08,3.63
1.0,12.0,2.0,0.0,23.12,0.0,45.84,9.5,4.32,5.68
1.0,13.0,2.0,0.0,23.14,0.0,45.33,9.9,1.08,5.76
1.0,14.0,2.0,0.0,23.16,0.0,44.33,10.0,2.16,6.07
1.0,15.0,2.0,0.0,23.11,0.0,43.25,7.6,1.8,4.69
1.0,16.0,2.0,0.0,23.2,0.0,41.68,14.1,3.96,11.62
1.0,17.0,2.0,0.0,23.16,0.0,40.14,9.9,6.12,7.6
1.0,18.0,2.0,0.0,23.11,0.0,39.48,10.7,5.52,4.44
1.0,19.0,2.0,0.0,23.16,0.0,38.89,15.1,4.8,7.88
1.0,20.0,2.0,0.0,23.2,0.0,38.25,18.3,4.68,9.83
1.0,21.0,2.0,0.0,23.16,0.0,37.98,16.0,6.6,6.45
1.0,22.0,2.0,0.0,23.04,0.0,38.41,12.9,11.04,3.29
1.0,23.0,2.0,0.0,22.96,0.0,38.56,13.2,1.56,2.67
1.0,24.0,2.0,0.0,22.92,0.0,38.42,14.2,1.08,2.39
1.0,1.0,3.0,0.0,22.78,0.0,38.4,12.6,2.04,1.13
1.0,2.0,3.0,0.0,22.28,0.0,39.62,6.1,0.72,0.0
1.0,3.0,3.0,0.0,22.21,0.0,40.04,8.7,0.24,0.0
1.0,4.0,3.0,0.0,22.19,0.0,40.29,9.5,0.24,0.0
1.0,5.0,3.0,0.0,22.06,0.0,40.68,8.4,0.0,0.0
1.0,6.0,3.0,0.0,22.13,0.0,40.41,11.5,1.56,0.0
1.0,7.0,3.0,0.0,22.12,0.0,40.18,11.7,3.24,0.0
1.0,8.0,3.0,0.0,22.26,0.0,39.32,14.0,9.24,0.18
1.0,9.0,3.0,0.0,22.66,0.0,37.75,18.8,7.92,2.7
1.0,10.0,3.0,0.0,22.68,0.0,37.0,11.0,4.68,2.5
1.0,11.0,3.0,0.0,22.89,0.0,35.91,12.6,4.68,6.03
1.0,12.0,3.0,0.0,23.11,0.0,35.01,14.0,3.24,10.16
1.0,13.0,3.0,0.0,23.24,0.0,34.55,12.8,2.64,12.29
1.0,14.0,3.0,0.0,23.31,0.0,34.42,11.1,1.8,13.77
1.0,15.0,3.0,0.0,23.35,0.0,34.38,10.3,2.28,15.16
1.0,16.0,3.0,0.0,23.34,0.0,34.22,7.8,1.56,15.05
1.0,17.0,3.0,0.0,23.34,0.0,33.98,9.2,4.08,13.8
1.0,18.0,3.0,0.0,23.34,0.0,33.99,10.7,3.0,10.82
1.0,19.0,3.0,0.0,23.35,0.0,34.46,13.3,6.36,12.98
1.0,20.0,3.0,0.0,23.36,0.0,35.7,16.5,3.12,15.57
1.0,21.0,3.0,0.0,23.34,0.0,36.69,13.7,3.36,11.53
1.0,22.0,3.0,0.0,23.33,0.0,36.95,14.6,5.64,11.34
1.0,23.0,3.0,0.0,23.29,0.0,37.26,13.2,3.6,8.64
1.0,24.0,3.0,0.0,23.27,0.0,37.62,14.7,0.84,8.78
1.0,1.0,4.0,0.0,23.18,0.0,38.41,11.8,0.48,4.96
1.0,2.0,4.0,0.0,23.01,0.0,39.53,9.7,0.48,2.55
1.0,3.0,4.0,0.0,22.75,0.0,41.24,7.7,0.48,0.97
1.0,4.0,4.0,0.0,22.8,0.0,42.03,11.8,0.36,1.9
1.0,5.0,4.0,0.0,22.68,0.0,42.56,10.5,2.04,0.99
1.0,6.0,4.0,0.0,22.59,0.0,43.11,11.0,0.48,0.84
1.0,7.0,4.0,0.0,22.73,0.0,42.97,15.1,6.6,1.93
1.0,8.0,4.0,0.0,22.56,0.0,43.18,11.2,17.88,0.62
1.0,9.0,4.0,0.0,22.94,0.0,41.5,21.0,5.4,5.54
1.0,10.0,4.0,0.0,22.94,0.0,40.53,15.6,9.6,3.48
1.0,11.0,4.0,0.0,22.91,0.0,39.59,13.0,11.28,3.14
1.0,12.0,4.0,0.0,23.05,0.0,38.71,15.1,2.88,6.14
1.0,13.0,4.0,0.0,23.09,0.0,38.29,12.8,6.72,6.33
1.0,14.0,4.0,0.0,23.09,0.0,38.15,10.2,3.36,6.29
1.0,15.0,4.0,0.0,23.13,0.0,37.8,10.0,3.36,9.58
1.0,16.0,4.0,0.0,23.21,0.0,37.42,13.8,1.56,14.6
1.0,17.0,4.0,0.0,23.22,0.0,37.08,13.6,2.28,13.09
1.0,18.0,4.0,0.0,23.17,0.0,37.06,12.0,2.16,6.98
1.0,19.0,4.0,0.0,23.26,0.0,36.98,20.8,3.0,14.92
1.0,20.0,4.0,0.0,23.29,0.0,37.15,20.0,4.56,13.07
1.0,21.0,4.0,0.0,23.15,0.0,37.65,12.4,1.92,4.93
1.0,22.0,4.0,0.0,23.15,0.0,37.99,15.6,23.76,6.57
1.0,23.0,4.0,0.0,23.04,0.0,38.55,13.3,1.32,3.52
1.0,24.0,4.0,0.0,22.97,0.0,38.75,14.2,3.0,3.04
1.0,1.0,5.0,0.0,22.7,0.0,39.47,10.0,2.28,0.61
1.0,2.0,5.0,0.0,22.35,0.0,40.75,8.7,0.48,0.06
1.0,3.0,5.0,0.0,22.31,0.0,41.28,11.4,0.12,0.16
1.0,4.0,5.0,0.0,22.08,0.0,41.74,8.6,0.48,0.0
1.0,5.0,5.0,0.0,21.98,0.0,41.28,9.6,0.48,0.0
1.0,6.0,5.0,0.0,22.05,0.0,40.32,13.7,2.4,0.0
1.0,7.0,5.0,0.0,22.01,0.0,39.63,13.4,1.92,0.0
1.0,8.0,5.0,0.0,21.94,0.0,39.02,11.5,10.8,0.0
1.0,9.0,5.0,0.0,22.26,0.0,37.89,14.4,1.56,0.99
1.0,10.0,5.0,0.0,22.56,0.0,36.73,12.8,4.92,3.48
1.0,11.0,5.0,0.0,22.81,0.0,35.4,13.7,4.2,6.83
1.0,12.0,5.0,0.0,23.15,0.0,33.38,19.7,5.4,13.74
1.0,13.0,5.0,0.0,23.07,0.0,32.85,9.9,2.88,9.93
1.0,14.0,5.0,0.0,23.11,0.0,31.93,9.8,1.68,12.32
1.0,15.0,5.0,0.0,23.22,0.0,30.66,10.3,5.52,15.22
1.0,16.0,5.0,0.0,23.18,0.0,29.71,7.3,5.64,13.1
1.0,17.0,5.0,0.0,23.16,0.0,28.99,8.2,4.8,10.52
1.0,18.0,5.0,0.0,23.26,0.0,28.63,14.8,5.52,10.74
1.0,19.0,5.0,0.0,23.25,0.0,29.47,13.7,4.44,9.08
1.0,20.0,5.0,0.0,23.21,0.0,30.63,13.6,3.84,7.7
1.0,21.0,5.0,0.0,23.1,0.0,31.29,12.2,2.04,5.1
1.0,22.0,5.0,0.0,22.98,0.0,31.6,11.4,1.2,3.37
1.0,23.0,5.0,0.0,22.93,0.0,31.47,12.8,5.88,2.96
1.0,24.0,5.0,0.0,22.78,0.0,31.54,11.8,0.84,1.53
1.0,1.0,6.0,0.0,22.66,0.0,31.54,12.8,1.08,1.07
1.0,2.0,6.0,0.0,22.35,0.0,31.97,9.6,0.36,0.06
1.0,3.0,6.0,0.0,22.21,0.0,32.14,12.2,0.12,0.1
1.0,4.0,6.0,0.0,21.96,0.0,32.4,8.5,0.96,0.0
1.0,5.0,6.0,0.0,21.83,0.0,32.05,8.6,0.24,0.0
1.0,6.0,6.0,0.0,21.85,0.0,31.47,12.4,1.32,0.0
1.0,7.0,6.0,0.0,21.8,0.0,31.6,10.1,1.2,0.0
1.0,8.0,6.0,0.0,21.82,0.0,31.72,13.3,3.12,0.0
1.0,9.0,6.0,0.0,21.99,0.0,31.25,12.2,6.72,0.18
1.0,10.0,6.0,0.0,22.42,0.0,30.34,16.1,6.12,2.66
1.0,11.0,6.0,0.0,22.51,0.0,30.02,11.4,8.76,3.48
1.0,12.0,6.0,0.0,22.6,0.0,29.17,11.7,6.36,5.91
1.0,13.0,6.0,0.0,22.65,0.0,28.47,10.1,4.2,7.28
1.0,14.0,6.0,0.0,22.96,0.0,27.45,15.6,9.36,12.5
1.0,15.0,6.0,0.0,22.99,0.0,26.94,11.0,3.48,12.1
1.0,16.0,6.0,0.0,23.12,0.0,26.87,15.5,3.48,15.83
1.0,17.0,6.0,0.0,23.08,0.0,27.24,13.2,4.44,11.59
1.0,18.0,6.0,0.0,23.0,0.0,27.87,13.4,7.68,6.32
1.0,19.0,6.0,0.0,22.89,0.0,28.75,10.7,9.96,4.12
1.0,20.0,6.0,0.0,22.96,0.0,29.84,15.0,5.88,5.88
1.0,21.0,6.0,0.0,22.96,0.0,31.19,14.6,4.44,4.71
1.0,22.0,6.0,0.0,22.9,0.0,32.44,13.4,1.56,3.35
1.0,23.0,6.0,0.0,22.76,0.0,33.7,11.7,1.08,1.87
1.0,24.0,6.0,0.0,22.73,0.0,34.14,13.2,1.2,1.86
1.0,1.0,7.0,0.0,22.33,0.0,34.73,6.9,1.2,0.03
1.0,2.0,7.0,0.0,22.31,0.0,33.89,9.9,1.32,0.25
1.0,3.0,7.0,0.0,22.26,0.0,33.56,9.8,0.6,0.1
1.0,4.0,7.0,0.0,22.09,0.0,33.9,7.8,0.48,0.0
1.0,5.0,7.0,0.0,21.92,0.0,34.45,5.4,0.0,0.0
1.0,6.0,7.0,0.0,21.94,0.0,34.8,8.4,1.2,0.0
1.0,7.0,7.0,0.0,21.89,0.0,35.46,7.4,1.32,0.0
1.0,8.0,7.0,0.0,21.93,0.0,36.34,10.0,8.04,0.0
1.0,9.0,7.0,0.0,21.98,0.0,37.06,11.9,10.56,0.0
1.0,10.0,7.0,0.0,22.08,0.0,37.56,13.5,8.52,0.0
1.0,11.0,7.0,0.0,22.34,0.0,37.87,18.4,18.12,0.32
1.0,12.0,7.0,0.0,22.34,0.0,38.93,16.0,5.88,0.21
1.0,13.0,7.0,0.0,22.54,0.0,39.0,18.5,7.56,1.52
1.0,14.0,7.0,0.0,22.71,0.0,39.12,14.1,8.52,3.76
1.0,15.0,7.0,0.0,22.92,0.0,39.11,16.4,1.8,8.93
1.0,16.0,7.0,0.0,22.89,0.0,38.67,11.0,11.64,6.71
1.0,17.0,7.0,0.0,22.89,0.0,38.14,11.4,5.76,5.37
1.0,18.0,7.0,0.0,22.98,0.0,37.62,15.7,4.2,5.5
1.0,19.0,7.0,0.0,23.09,0.0,37.47,17.9,6.12,7.51
1.0,20.0,7.0,0.0,23.16,0.0,37.67,20.8,4.56,10.2
1.0,21.0,7.0,0.0,23.1,0.0,38.04,16.0,6.24,5.64
1.0,22.0,7.0,0.0,23.1,0.0,38.66,16.9,3.0,6.25
1.0,23.0,7.0,0.0,23.01,0.0,39.64,13.6,5.04,3.35
1.0,24.0,7.0,0.0,22.94,0.0,40.42,13.3,2.76,2.7
1.0,1.0,1.0,0.0,22.72,0.0,41.42,10.2,0.6,0.89
1.0,2.0,1.0,0.0,22.47,0.0,42.42,8.6,0.48,0.27
1.0,3.0,1.0,0.0,22.29,0.0,43.66,8.2,0.48,0.02
1.0,4.0,1.0,0.0,22.04,0.0,44.95,6.2,2.16,0.0
1.0,5.0,1.0,0.0,22.05,0.0,45.42,8.9,0.24,0.0
1.0,6.0,1.0,0.0,21.91,0.0,45.94,6.3,2.4,0.0
1.0,7.0,1.0,0.0,21.89,0.0,45.82,8.4,3.72,0.0
1.0,8.0,1.0,0.0,22.31,0.0,44.31,17.9,7.68,0.32
1.0,9.0,1.0,0.0,22.3,0.0,43.67,16.4,5.4,0.11
1.0,10.0,1.0,0.0,22.25,0.0,42.74,15.1,9.96,0.01
1.0,11.0,1.0,0.0,22.26,0.0,41.68,15.8,2.28,0.09
1.0,12.0,1.0,0.0,22.22,0.0,40.92,14.3,1.8,0.0
1.0,13.0,1.0,0.0,22.04,0.0,40.71,9.6,4.2,0.0
1.0,14.0,1.0,0.0,22.39,0.0,39.41,11.2,0.84,1.78
1.0,15.0,1.0,0.0,22.59,0.0,38.69,8.8,4.44,3.7
1.0,16.0,1.0,0.0,22.7,0.0,38.05,9.2,4.2,6.94
1.0,17.0,1.0,0.0,22.77,0.0,37.5,13.3,2.4,8.06
1.0,18.0,1.0,0.0,22.63,0.0,37.66,10.6,1.44,1.79
1.0,19.0,1.0,0.0,22.71,0.0,37.5,14.4,3.12,3.32
1.0,20.0,1.0,0.0,22.89,0.0,37.09,19.4,7.56,5.72
1.0,21.0,1.0,0.0,22.76,0.0,37.26,14.1,7.68,2.29
1.0,22.0,1.0,0.0,22.68,0.0,37.27,14.4,3.24,1.89
1.0,23.0,1.0,0.0,22.45,0.0,37.75,11.2,1.56,0.46
1.0,24.0,1.0,0.0,22.34,0.0,37.71,12.1,1.2,0.32
1.0,1.0,2.0,0.0,22.34,0.0,37.61,14.2,2.76,0.4
1.0,2.0,2.0,0.0,22.1,0.0,38.13,9.9,0.6,0.0
1.0,3.0,2.0,0.0,21.98,0.0,38.17,11.2,0.12,0.0
1.0,4.0,2.0,0.0,21.84,0.0,37.94,8.1,0.12,0.0
1.0,5.0,2.0,0.0,21.79,0.0,37.48,8.6,0.12,0.0
1.0,6.0,2.0,0.0,21.92,0.0,36.66,16.1,2.88,0.0
1.0,7.0,2.0,0.0,21.8,0.0,36.33,9.8,6.12,0.0
1.0,8.0,2.0,0.0,21.82,0.0,35.85,13.2,13.8,0.0
1.0,9.0,2.0,0.0,21.8,0.0,35.39,12.4,4.32,0.0
1.0,10.0,2.0,0.0,21.86,0.0,34.5,15.3,6.96,0.0
1.0,11.0,2.0,0.0,21.84,0.0,34.12,11.3,3.84,0.0
1.0,12.0,2.0,0.0,21.8,0.0,33.95,9.8,3.6,0.0
1.0,13.0,2.0,0.0,22.14,0.0,33.16,12.9,2.16,0.1
1.0,14.0,2.0,0.0,22.29,0.0,33.09,11.1,1.56,0.27
1.0,15.0,2.0,0.0,22.27,0.0,33.66,8.2,4.8,0.25
1.0,16.0,2.0,0.0,22.29,0.0,33.83,8.9,6.36,0.37
1.0,17.0,2.0,0.0,22.31,0.0,33.57,8.4,3.84,0.63
1.0,18.0,2.0,0.0,22.27,0.0,33.45,11.7,3.0,0.24
1.0,19.0,2.0,0.0,22.46,0.0,33.25,16.8,8.04,1.34
1.0,20.0,2.0,0.0,22.57,0.0,33.49,18.1,6.24,1.77
1.0,21.0,2.0,0.0,22.37,0.0,34.19,13.0,9.0,0.28
1.0,22.0,2.0,0.0,22.35,0.0,34.17,14.4,3.12,0.44
1.0,23.0,2.0,0.0,22.39,0.0,33.53,16.1,0.72,0.61
1.0,24.0,2.0,0.0,22.19,0.0,33.64,12.1,0.84,0.0
1.0,1.0,3.0,0.0,21.96,0.0,34.18,7.9,1.8,0.0
1.0,2.0,3.0,0.0,21.82,0.0,35.12,7.7,1.2,0.0
1.0,3.0,3.0,0.0,21.82,0.0,35.9,10.2,0.36,0.0
1.0,4.0,3.0,0.0,21.8,0.0,36.39,8.9,0.36,0.0
1.0,5.0,3.0,0.0,21.77,0.0,36.67,5.5,0.0,0.0
1.0,6.0,3.0,0.0,21.76,0.0,36.62,7.2,1.08,0.0
1.0,7.0,3.0,0.0,21.79,0.0,36.69,11.9,5.28,0.0
1.0,8.0,3.0,0.0,21.77,0.0,36.6,10.0,11.76,0.0
1.0,9.0,3.0,0.0,21.86,0.0,36.04,17.1,5.76,0.0
1.0,10.0,3.0,0.0,21.79,0.0,35.49,11.3,6.0,0.0
1.0,11.0,3.0,0.0,21.77,0.0,35.11,11.0,7.32,0.0
1.0,12.0,3.0,0.0,21.76,0.0,35.1,10.1,5.76,0.0
1.0,13.0,3.0,0.0,21.79,0.0,34.85,11.7,7.56,0.0
1.0,14.0,3.0,0.0,21.99,0.0,33.84,10.7,1.56,0.01
1.0,15.0,3.0,0.0,22.28,0.0,33.01,11.2,1.68,0.5
1.0,16.0,3.0,0.0,22.38,0.0,33.0,9.9,2.4,0.99
1.0,17.0,3.0,0.0,22.34,0.0,33.54,8.7,2.28,0.8
1.0,18.0,3.0,0.0,22.19,0.0,34.27,9.4,5.28,0.07
1.0,19.0,3.0,0.0,22.24,0.0,34.81,12.0,8.52,0.24
1.0,20.0,3.0,0.0,22.28,0.0,34.86,13.0,8.64,0.38
1.0,21.0,3.0,0.0,22.36,0.0,34.78,15.3,7.68,0.78
1.0,22.0,3.0,0.0,22.36,0.0,34.93,14.6,4.2,0.62
1.0,23.0,3.0,0.0,22.35,0.0,35.0,14.8,2.64,0.54
1.0,24.0,3.0,0.0,22.11,0.0,35.62,9.6,1.92,0.0
1.0,1.0,4.0,0.0,22.16,0.0,35.77,13.7,1.8,0.0
1.0,2.0,4.0,0.0,21.93,0.0,36.6,8.3,0.24,0.0
1.0,3.0,4.0,0.0,21.87,0.0,36.88,10.2,0.24,0.0
1.0,4.0,4.0,0.0,21.81,0.0,36.91,9.0,0.12,0.0
1.0,5.0,4.0,0.0,21.79,0.0,36.97,9.8,1.08,0.0
1.0,6.0,4.0,0.0,21.77,0.0,37.03,8.5,1.32,0.0
1.0,7.0,4.0,0.0,21.78,0.0,37.05,12.7,2.64,0.0
1.0,8.0,4.0,0.0,21.86,0.0,37.1,16.4,17.4,0.0
1.0,9.0,4.0,0.0,22.23,0.0,36.51,19.6,4.2,0.56
1.0,10.0,4.0,0.0,22.34,0.0,36.38,13.0,1.8,1.36
1.0,11.0,4.0,0.0,22.67,0.0,35.24,16.9,5.64,4.02
1.0,12.0,4.0,0.0,22.61,0.0,34.44,9.2,4.8,3.26
1.0,13.0,4.0,0.0,22.8,0.0,33.07,13.2,1.32,7.17
1.0,14.0,4.0,0.0,22.82,0.0,32.45,9.7,3.84,5.79
1.0,15.0,4.0,0.0,22.95,0.0,31.74,11.7,2.16,8.8
1.0,16.0,4.0,0.0,22.9,0.0,31.24,8.8,1.8,7.55
1.0,17.0,4.0,0.0,22.84,0.0,30.81,8.6,1.44,5.39
1.0,18.0,4.0,0.0,22.86,0.0,30.68,12.8,2.76,4.59
1.0,19.0,4.0,0.0,22.8,0.0,31.61,10.9,2.64,2.96
1.0,20.0,4.0,0.0,22.88,0.0,33.1,15.2,2.28,4.33
1.0,21.0,4.0,0.0,22.88,0.0,34.05,15.8,4.8,3.66
1.0,22.0,4.0,0.0,22.94,0.0,34.38,19.3,17.76,4.71
1.0,23.0,4.0,0.0,22.66,0.0,34.96,13.1,3.72,0.97
1.0,24.0,4.0,0.0,22.31,0.0,35.3,10.7,1.08,0.12
1.0,1.0,5.0,0.0,22.12,0.0,35.11,11.4,0.6,0.02
1.0,2.0,5.0,0.0,21.86,0.0,35.08,7.2,0.6,0.0
1.0,3.0,5.0,0.0,21.81,0.0,34.28,10.2,0.12,0.0
1.0,4.0,5.0,0.0,21.81,0.0,33.17,12.6,0.24,0.0
1.0,5.0,5.0,0.0,21.78,0.0,32.3,11.0,3.72,0.0
1.0,6.0,5.0,0.0,21.76,0.0,31.52,8.8,1.08,0.0
1.0,7.0,5.0,0.0,21.76,0.0,30.61,12.4,6.72,0.0
1.0,8.0,5.0,0.0,21.76,0.0,29.59,11.7,16.68,0.0
1.0,9.0,5.0,0.0,21.88,0.0,28.49,17.2,3.48,0.02
1.0,10.0,5.0,0.0,22.03,0.0,27.07,13.6,1.44,0.35
1.0,11.0,5.0,0.0,22.3,0.0,25.46,16.9,4.32,1.95
1.0,12.0,5.0,0.0,22.59,0.0,24.04,23.0,4.92,5.41
1.0,13.0,5.0,0.0,22.46,0.0,23.61,13.3,4.56,1.15
1.0,14.0,5.0,0.0,22.38,0.0,23.06,14.1,1.56,0.68
1.0,15.0,5.0,0.0,22.3,0.0,22.38,14.8,9.24,0.33
1.0,16.0,5.0,0.0,22.01,0.0,22.25,9.7,3.24,0.0
1.0,17.0,5.0,0.0,21.85,0.0,22.0,9.8,3.6,0.0
1.0,18.0,5.0,0.0,21.8,0.0,22.08,10.2,1.92,0.0
1.0,19.0,5.0,0.0,21.92,0.0,22.14,17.9,2.76,0.0
1.0,20.0,5.0,0.0,21.82,0.0,22.68,12.6,1.08,0.0
1.0,21.0,5.0,0.0,21.84,0.0,23.01,18.0,1.32,0.0
1.0,22.0,5.0,0.0,21.79,0.0,23.49,13.6,1.2,0.0
1.0,23.0,5.0,0.0,21.76,0.0,23.66,9.9,3.48,0.0
1.0,24.0,5.0,0.0,21.76,0.0,23.6,13.8,1.32,0.0
1.0,1.0,6.0,0.0,21.76,0.0,23.67,8.3,0.24,0.0
1.0,2.0,6.0,0.0,21.76,0.0,23.68,9.2,0.6,0.0
1.0,3.0,6.0,0.0,21.76,0.0,23.62,6.7,0.48,0.0
1.0,4.0,6.0,0.0,21.76,0.0,23.44,9.9,1.08,0.0
1.0,5.0,6.0,0.0,21.76,0.0,23.06,7.5,0.48,0.0
1.0,6.0,6.0,0.0,21.76,0.0,22.58,8.9,0.6,0.0
1.0,7.0,6.0,0.0,21.76,0.0,21.93,9.0,0.6,0.0
1.0,8.0,6.0,0.0,21.76,0.0,21.39,8.8,4.32,0.0
1.0,9.0,6.0,0.0,21.76,0.0,20.79,8.7,2.76,0.0
1.0,10.0,6.0,0.0,21.8,0.0,19.86,14.1,6.6,0.0
1.0,11.0,6.0,0.0,21.88,0.0,18.88,13.3,15.72,0.0
1.0,12.0,6.0,0.0,21.98,0.0,18.38,11.9,19.2,0.0
1.0,13.0,6.0,0.0,22.1,0.0,18.24,10.0,4.32,0.02
1.0,14.0,6.0,0.0,22.38,0.0,17.95,13.5,5.52,1.3
1.0,15.0,6.0,0.0,22.64,0.0,17.73,15.1,2.88,3.2
1.0,16.0,6.0,0.0,22.66,0.0,17.97,13.7,2.16,2.64
1.0,17.0,6.0,0.0,22.52,0.0,18.63,11.4,7.08,1.14
1.0,18.0,6.0,0.0,22.36,0.0,19.68,10.8,17.64,0.24
1.0,19.0,6.0,0.0,22.33,0.0,21.02,11.6,1.8,0.35
1.0,20.0,6.0,0.0,22.39,0.0,22.54,14.0,6.24,0.76
1.0,21.0,6.0,0.0,22.29,0.0,24.69,11.7,2.28,0.21
1.0,22.0,6.0,0.0,22.2,0.0,26.68,10.5,1.2,0.03
1.0,23.0,6.0,0.0,22.35,0.0,28.2,16.0,5.04,0.65
1.0,24.0,6.0,0.0,22.09,0.0,29.86,9.6,2.52,0.0
1.0,1.0,7.0,0.0,21.9,0.0,31.48,6.9,1.2,0.0
1.0,2.0,7.0,0.0,21.88,0.0,32.15,9.5,1.08,0.0
1.0,3.0,7.0,0.0,21.85,0.0,33.19,10.6,0.72,0.0
1.0,4.0,7.0,0.0,21.79,0.0,34.15,8.4,0.6,0.0
1.0,5.0,7.0,0.0,21.76,0.0,34.96,7.3,0.12,0.0
1.0,6.0,7.0,0.0,21.76,0.0,35.74,8.5,0.84,0.0
1.0,7.0,7.0,0.0,21.77,0.0,36.76,10.1,1.56,0.0
1.0,8.0,7.0,0.0,21.78,0.0,37.45,12.3,8.16,0.0
1.0,9.0,7.0,0.0,21.81,0.0,37.69,14.4,6.48,0.0
1.0,10.0,7.0,0.0,21.88,0.0,37.66,15.3,3.72,0.0
1.0,11.0,7.0,0.0,22.12,0.0,36.95,18.6,22.44,0.0
1.0,12.0,7.0,0.0,22.21,0.0,36.58,16.8,10.92,0.0
1.0,13.0,7.0,0.0,22.22,0.0,36.09,15.7,8.16,0.01
1.0,14.0,7.0,0.0,22.13,0.0,35.3,12.9,5.16,0.0
1.0,15.0,7.0,0.0,22.23,0.0,34.21,15.4,4.32,0.1
1.0,16.0,7.0,0.0,22.08,0.0,34.0,12.1,5.04,0.0
1.0,17.0,7.0,0.0,22.09,0.0,33.67,14.7,8.28,0.0
1.0,18.0,7.0,0.0,22.13,0.0,33.85,15.9,12.36,0.02
1.0,19.0,7.0,0.0,22.35,0.0,33.86,19.3,20.04,0.6
1.0,20.0,7.0,0.0,22.53,0.0,34.14,22.2,4.32,1.26
1.0,21.0,7.0,0.0,22.21,0.0,35.0,15.0,6.6,0.0
1.0,22.0,7.0,0.0,22.08,0.0,35.24,14.8,3.96,0.0
1.0,23.0,7.0,0.0,21.95,0.0,35.41,12.5,6.72,0.0
1.0,24.0,7.0,0.0,21.84,0.0,35.15,11.3,2.4,0.0
1.0,1.0,1.0,0.0,21.81,0.0,34.55,12.5,0.6,0.0
1.0,2.0,1.0,0.0,21.77,0.0,34.29,7.0,1.2,0.0
1.0,3.0,1.0,0.0,21.76,0.0,33.51,6.4,0.36,0.0
1.0,4.0,1.0,0.0,21.76,0.0,32.54,6.5,0.12,0.0
1.0,5.0,1.0,0.0,21.76,0.0,31.69,7.2,0.36,0.0
1.0,6.0,1.0,0.0,21.76,0.0,30.65,6.5,1.68,0.0
1.0,7.0,1.0,0.0,21.76,0.0,29.45,10.0,2.04,0.0
1.0,8.0,1.0,0.0,21.76,0.0,28.42,12.0,18.0,0.0
